commission_id,booking_id,agent_id,commission_rate,commission_amount_cents
C00000666,B00000666,A0005,0.05,2715
C00000667,B00000667,A0028,0.05,12660
C00000668,B00000668,A0040,0.15,43680
C00000669,B00000669,A0018,0.02,2820
C00000670,B00000670,A0039,0.02,1728
C00000671,B00000671,A0035,0.15,24705
C00000672,B00000672,A0044,0.02,794
C00000673,B00000673,A0044,0.15,26100
C00000674,B00000674,A0059,0.15,82050
C00000675,B00000675,A0036,0.15,10320
C00000676,B00000676,A0032,0.15,27720
C00000677,B00000677,A0025,0.1,12250
C00000678,B00000678,A0040,0.15,22110
C00000679,B00000679,A0012,0.05,3580
C00000680,B00000680,A0030,0.03,5928
C00000681,B00000681,A0056,0.02,2660
C00000682,B00000682,A0019,0.1,27090
C00000683,B00000683,A0049,0.02,4508
C00000684,B00000684,A0049,0.15,26625
C00000685,B00000685,A0002,0.1,21060
C00000686,B00000686,A0010,0.05,6055
C00000687,B00000687,A0048,0.1,80100
C00000688,B00000688,A0042,0.1,4650
C00000689,B00000689,A0050,0.03,1932
C00000690,B00000690,A0058,0.03,6897
C00000691,B00000691,A0029,0.1,8760
C00000692,B00000692,A0018,0.02,5448
C00000693,B00000693,A0031,0.02,5824
C00000694,B00000694,A0014,0.03,5730
C00000695,B00000695,A0049,0.15,18240
C00000696,B00000696,A0033,0.15,47610
C00000697,B00000697,A0060,0.05,7755
C00000698,B00000698,A0031,0.15,31950
C00000699,B00000699,A0021,0.02,8660
C00000700,B00000700,A0054,0.02,2576
C00000701,B00000701,A0053,0.15,57585
C00000702,B00000702,A0033,0.15,5460
C00000703,B00000703,A0016,0.15,16590
C00000704,B00000704,A0021,0.15,7650
C00000705,B00000705,A0045,0.1,28990
C00000706,B00000706,A0024,0.03,7452
C00000707,B00000707,A0054,0.03,4563
C00000708,B00000708,A0032,0.02,3498
C00000709,B00000709,A0040,0.02,1488
C00000710,B00000710,A0057,0.02,2270
C00000711,B00000711,A0035,0.15,23880
C00000712,B00000712,A0014,0.02,396
C00000713,B00000713,A0043,0.03,1323
C00000714,B00000714,A0002,0.02,314
C00000715,B00000715,A0047,0.1,30810
C00000716,B00000716,A0008,0.05,12845
C00000717,B00000717,A0042,0.1,19120
C00000718,B00000718,A0009,0.05,1125
C00000719,B00000719,A0060,0.05,21385
C00000720,B00000720,A0059,0.05,1775
C00000721,B00000721,A0023,0.03,1170
C00000722,B00000722,A0058,0.1,21890
C00000723,B00000723,A0052,0.02,1692
C00000724,B00000724,A0022,0.05,8500
C00000725,B00000725,A0048,0.02,936
C00000726,B00000726,A0037,0.03,4158
C00000727,B00000727,A0060,0.15,10125
C00000728,B00000728,A0028,0.05,3600
C00000729,B00000729,A0036,0.15,47460
C00000730,B00000730,A0034,0.15,27510
C00000731,B00000731,A0044,0.05,13300
C00000732,B00000732,A0019,0.03,3288
C00000733,B00000733,A0039,0.02,2744
C00000734,B00000734,A0026,0.03,6048
C00000735,B00000735,A0049,0.05,1660
C00000736,B00000736,A0048,0.1,14720
C00000737,B00000737,A0028,0.05,26160
C00000738,B00000738,A0054,0.02,384
C00000739,B00000739,A0023,0.15,61020
C00000740,B00000740,A0025,0.15,28380
C00000741,B00000741,A0024,0.1,15700
C00000742,B00000742,A0043,0.02,1428
C00000743,B00000743,A0023,0.15,13380
C00000744,B00000744,A0042,0.15,29430
C00000745,B00000745,A0007,0.02,2758
C00000746,B00000746,A0058,0.15,15300
C00000747,B00000747,A0013,0.05,35400
C00000748,B00000748,A0007,0.05,1730
C00000749,B00000749,A0016,0.02,4004
C00000750,B00000750,A0013,0.05,7830
C00000751,B00000751,A0028,0.03,2220
C00000752,B00000752,A0052,0.15,36900
C00000753,B00000753,A0030,0.02,3960
C00000754,B00000754,A0005,0.05,10500
C00000755,B00000755,A0043,0.15,63900
C00000756,B00000756,A0004,0.02,1236
C00000757,B00000757,A0054,0.02,5680
C00000758,B00000758,A0009,0.05,4500
C00000759,B00000759,A0022,0.03,3105
C00000760,B00000760,A0001,0.15,17550
C00000761,B00000761,A0007,0.1,11640
C00000762,B00000762,A0060,0.1,27100
C00000763,B00000763,A0040,0.15,25740
C00000764,B00000764,A0053,0.03,3318
C00000765,B00000765,A0059,0.15,28260
C00000766,B00000766,A0026,0.15,19440
C00000767,B00000767,A0013,0.02,7940
C00000768,B00000768,A0013,0.1,63000
C00000769,B00000769,A0030,0.02,2052
C00000770,B00000770,A0060,0.15,27420
C00000771,B00000771,A0003,0.03,1752
C00000772,B00000772,A0027,0.03,6216
C00000773,B00000773,A0009,0.03,816
C00000774,B00000774,A0044,0.15,11100
C00000775,B00000775,A0013,0.02,2160
C00000776,B00000776,A0029,0.05,15405
C00000777,B00000777,A0022,0.15,25200
C00000778,B00000778,A0022,0.1,26600
C00000779,B00000779,A0027,0.15,63600
C00000780,B00000780,A0008,0.05,6400
C00000781,B00000781,A0029,0.1,24100
C00000782,B00000782,A0025,0.02,5400
C00000783,B00000783,A0054,0.1,11060
C00000784,B00000784,A0009,0.02,1360
C00000785,B00000785,A0024,0.1,11340
C00000786,B00000786,A0036,0.02,3564
C00000787,B00000787,A0050,0.15,49800
C00000788,B00000788,A0006,0.02,17052
C00000789,B00000789,A0038,0.05,10800
C00000790,B00000790,A0045,0.02,3234
C00000791,B00000791,A0037,0.15,23805
C00000792,B00000792,A0012,0.03,4554
C00000793,B00000793,A0023,0.02,12700
C00000794,B00000794,A0004,0.15,18150
C00000795,B00000795,A0001,0.15,20475
C00000796,B00000796,A0055,0.02,2208
C00000797,B00000797,A0052,0.02,9288
C00000798,B00000798,A0052,0.05,1540
C00000799,B00000799,A0051,0.03,990
C00000800,B00000800,A0025,0.03,1704
C00000801,B00000801,A0001,0.03,3015
C00000802,B00000802,A0049,0.15,57585
C00000803,B00000803,A0001,0.02,3080
C00000804,B00000804,A0001,0.1,45700
C00000805,B00000805,A0024,0.02,3872
C00000806,B00000806,A0021,0.05,5520
C00000807,B00000807,A0026,0.02,11830
C00000808,B00000808,A0002,0.02,4460
C00000809,B00000809,A0032,0.15,5460
C00000810,B00000810,A0020,0.1,22880
C00000811,B00000811,A0024,0.02,316
C00000812,B00000812,A0022,0.05,15980
C00000813,B00000813,A0033,0.15,5985
C00000814,B00000814,A0046,0.1,22750
C00000815,B00000815,A0032,0.02,4050
C00000816,B00000816,A0048,0.15,30240
C00000817,B00000817,A0002,0.03,4074
C00000818,B00000818,A0007,0.02,3008
C00000819,B00000819,A0010,0.15,2625
C00000820,B00000820,A0003,0.03,13824
C00000821,B00000821,A0023,0.15,34470
C00000822,B00000822,A0053,0.02,1796
C00000823,B00000823,A0031,0.05,10790
C00000824,B00000824,A0032,0.02,3168
C00000825,B00000825,A0038,0.15,36120
C00000826,B00000826,A0024,0.15,43470
C00000827,B00000827,A0039,0.02,3666
C00000828,B00000828,A0054,0.02,7200
C00000829,B00000829,A0001,0.15,21420
C00000830,B00000830,A0005,0.05,3475
C00000831,B00000831,A0047,0.03,525
C00000832,B00000832,A0050,0.05,3540
C00000833,B00000833,A0006,0.02,20104
C00000834,B00000834,A0044,0.02,2592
C00000835,B00000835,A0043,0.1,15240
C00000836,B00000836,A0019,0.02,1944
C00000837,B00000837,A0027,0.02,1836
C00000838,B00000838,A0006,0.15,8325
C00000839,B00000839,A0041,0.15,92610
C00000840,B00000840,A0060,0.15,38880
C00000841,B00000841,A0015,0.02,6580
C00000842,B00000842,A0052,0.05,3510
C00000843,B00000843,A0019,0.02,8652
C00000844,B00000844,A0014,0.15,105000
C00000845,B00000845,A0049,0.03,6948
C00000846,B00000846,A0016,0.02,732
C00000847,B00000847,A0014,0.1,4010
C00000848,B00000848,A0025,0.15,2445
C00000849,B00000849,A0028,0.02,5488
C00000850,B00000850,A0015,0.05,12670
C00000851,B00000851,A0051,0.1,21480
C00000852,B00000852,A0005,0.03,5181
C00000853,B00000853,A0006,0.15,12120
C00000854,B00000854,A0015,0.15,16425
C00000855,B00000855,A0020,0.02,6000
C00000856,B00000856,A0055,0.05,8295
C00000857,B00000857,A0027,0.02,5264
C00000858,B00000858,A0031,0.02,2576
C00000859,B00000859,A0005,0.15,40950
C00000860,B00000860,A0021,0.1,15360
C00000861,B00000861,A0035,0.02,708
C00000862,B00000862,A0013,0.02,5964
C00000863,B00000863,A0013,0.05,9060
C00000864,B00000864,A0012,0.03,2172
C00000865,B00000865,A0053,0.03,1422
C00000866,B00000866,A0041,0.02,2400
C00000867,B00000867,A0007,0.1,13770
C00000868,B00000868,A0015,0.15,68850
C00000869,B00000869,A0014,0.03,1971
C00000870,B00000870,A0016,0.02,3558
C00000871,B00000871,A0055,0.15,21840
C00000872,B00000872,A0028,0.05,865
C00000873,B00000873,A0014,0.05,7595
C00000874,B00000874,A0024,0.02,6384
C00000875,B00000875,A0015,0.02,2840
C00000876,B00000876,A0006,0.02,400
C00000877,B00000877,A0015,0.1,20790
C00000878,B00000878,A0058,0.02,35906
C00000879,B00000879,A0049,0.02,10494
C00000880,B00000880,A0026,0.05,6560
C00000881,B00000881,A0046,0.02,1104
C00000882,B00000882,A0036,0.15,23760
C00000883,B00000883,A0011,0.03,6201
C00000884,B00000884,A0002,0.1,24960
C00000885,B00000885,A0058,0.05,5670
C00000886,B00000886,A0019,0.05,31040
C00000887,B00000887,A0005,0.03,8385
C00000888,B00000888,A0041,0.15,22440
C00000889,B00000889,A0028,0.15,35685
C00000890,B00000890,A0047,0.02,1410
C00000891,B00000891,A0013,0.15,47460
C00000892,B00000892,A0015,0.15,21945
C00000893,B00000893,A0017,0.15,85680
C00000894,B00000894,A0015,0.15,14850
C00000895,B00000895,A0036,0.02,1104
C00000896,B00000896,A0006,0.05,28320
C00000897,B00000897,A0022,0.03,2424
C00000898,B00000898,A0052,0.02,3720
C00000899,B00000899,A0058,0.02,6126
C00000900,B00000900,A0007,0.02,378
C00000901,B00000901,A0040,0.1,15800
C00000902,B00000902,A0045,0.15,35070
C00000903,B00000903,A0051,0.02,1328
C00000904,B00000904,A0009,0.02,4706
C00000905,B00000905,A0058,0.02,2040
C00000906,B00000906,A0029,0.03,5436
C00000907,B00000907,A0006,0.1,5820
C00000908,B00000908,A0003,0.15,37440
C00000909,B00000909,A0044,0.15,22545
C00000910,B00000910,A0003,0.02,2786
C00000911,B00000911,A0015,0.1,83050
C00000912,B00000912,A0016,0.02,3002
C00000913,B00000913,A0050,0.1,91840
C00000914,B00000914,A0012,0.1,3110
C00000915,B00000915,A0011,0.02,1104
C00000916,B00000916,A0056,0.03,2616
C00000917,B00000917,A0043,0.02,536
C00000918,B00000918,A0052,0.1,5970
C00000919,B00000919,A0007,0.05,3150
C00000920,B00000920,A0025,0.02,4160
C00000921,B00000921,A0021,0.05,13930
C00000922,B00000922,A0051,0.02,1590
C00000923,B00000923,A0022,0.02,2160
C00000924,B00000924,A0017,0.05,1720
C00000925,B00000925,A0060,0.02,7070
C00000926,B00000926,A0048,0.02,2744
C00000927,B00000927,A0011,0.02,4758
C00000928,B00000928,A0031,0.1,13230
C00000929,B00000929,A0032,0.02,2982
C00000930,B00000930,A0018,0.1,6840
C00000931,B00000931,A0012,0.02,4752
C00000932,B00000932,A0018,0.1,17820
C00000933,B00000933,A0056,0.15,43680
C00000934,B00000934,A0032,0.02,382
C00000935,B00000935,A0057,0.15,16650
C00000936,B00000936,A0029,0.02,4660
C00000937,B00000937,A0025,0.1,59620
C00000938,B00000938,A0005,0.03,2610
C00000939,B00000939,A0059,0.15,32265
C00000940,B00000940,A0007,0.1,48000
C00000941,B00000941,A0013,0.02,5460
C00000942,B00000942,A0037,0.15,40950
C00000943,B00000943,A0048,0.15,4620
C00000944,B00000944,A0040,0.1,19550
C00000945,B00000945,A0060,0.15,56700
C00000946,B00000946,A0049,0.1,4830
C00000947,B00000947,A0047,0.02,1432
C00000948,B00000948,A0024,0.05,9845
C00000949,B00000949,A0044,0.15,31005
C00000950,B00000950,A0057,0.03,23550
C00000951,B00000951,A0018,0.05,14980
C00000952,B00000952,A0008,0.03,648
C00000953,B00000953,A0057,0.05,865
C00000954,B00000954,A0036,0.02,2660
C00000955,B00000955,A0028,0.02,1412
C00000956,B00000956,A0050,0.15,63420
C00000957,B00000957,A0052,0.1,11790
C00000958,B00000958,A0042,0.1,6780
C00000959,B00000959,A0033,0.15,17325
C00000960,B00000960,A0006,0.02,3348
C00000961,B00000961,A0043,0.1,28560
C00000962,B00000962,A0027,0.02,2976
C00000963,B00000963,A0018,0.05,7000
C00000964,B00000964,A0055,0.15,23640
C00000965,B00000965,A0010,0.1,21360
C00000966,B00000966,A0016,0.02,9336
C00000967,B00000967,A0019,0.02,7464
C00000968,B00000968,A0019,0.05,1500
C00000969,B00000969,A0024,0.02,3402
C00000970,B00000970,A0055,0.15,13260
C00000971,B00000971,A0052,0.15,11310
C00000972,B00000972,A0041,0.03,2520
C00000973,B00000973,A0049,0.03,22399
C00000974,B00000974,A0052,0.02,3804
C00000975,B00000975,A0053,0.1,54180
C00000976,B00000976,A0020,0.15,21030
C00000977,B00000977,A0054,0.05,73840
C00000978,B00000978,A0018,0.1,4740
C00000979,B00000979,A0054,0.03,13221
C00000980,B00000980,A0028,0.02,37296
C00000981,B00000981,A0007,0.15,16920
C00000982,B00000982,A0042,0.03,9396
C00000983,B00000983,A0050,0.15,10620
C00000984,B00000984,A0004,0.05,12000
C00000985,B00000985,A0017,0.03,6630
C00000986,B00000986,A0049,0.05,84045
C00000987,B00000987,A0016,0.05,2220
C00000988,B00000988,A0012,0.15,16740
C00000989,B00000989,A0049,0.15,20640
C00000990,B00000990,A0059,0.05,10485
C00000991,B00000991,A0040,0.15,58590
C00000992,B00000992,A0051,0.03,4389
C00000993,B00000993,A0050,0.02,4720
C00000994,B00000994,A0055,0.02,1518
C00000995,B00000995,A0005,0.02,3692
C00000996,B00000996,A0034,0.02,2090
C00000997,B00000997,A0013,0.15,13755
C00000998,B00000998,A0026,0.05,38955
C00000999,B00000999,A0047,0.15,84420
C00001000,B00001000,A0013,0.15,23880
C00001001,B00001001,A0060,0.02,3632
C00001002,B00001002,A0016,0.03,1512
C00001003,B00001003,A0019,0.15,4905
C00001004,B00001004,A0016,0.15,27525
C00001005,B00001005,A0043,0.1,6840
C00001006,B00001006,A0011,0.1,52080
C00001007,B00001007,A0012,0.05,6055
C00001008,B00001008,A0026,0.05,6580
C00001009,B00001009,A0012,0.15,28080
C00001010,B00001010,A0026,0.02,740
C00001011,B00001011,A0049,0.02,3560
C00001012,B00001012,A0058,0.02,2870
C00001013,B00001013,A0057,0.02,4056
C00001014,B00001014,A0045,0.15,52200
C00001015,B00001015,A0029,0.1,21160
C00001016,B00001016,A0055,0.02,2534
C00001017,B00001017,A0051,0.02,3454
C00001018,B00001018,A0049,0.02,3880
C00001019,B00001019,A0055,0.15,28215
C00001020,B00001020,A0044,0.02,4420
C00001021,B00001021,A0012,0.15,28560
C00001022,B00001022,A0007,0.15,21315
C00001023,B00001023,A0050,0.1,8500
C00001024,B00001024,A0059,0.1,5970
C00001025,B00001025,A0026,0.15,11400
C00001026,B00001026,A0047,0.02,4966
C00001027,B00001027,A0012,0.15,89063
C00001028,B00001028,A0055,0.05,25690
C00001029,B00001029,A0033,0.02,3680
C00001030,B00001030,A0024,0.15,29700
C00001031,B00001031,A0009,0.02,2172
C00001032,B00001032,A0052,0.02,1464
C00001033,B00001033,A0020,0.03,5130
C00001034,B00001034,A0047,0.05,4800
C00001035,B00001035,A0034,0.02,5688
C00001036,B00001036,A0006,0.15,9975
C00001037,B00001037,A0011,0.05,11640
C00001038,B00001038,A0010,0.05,2475
C00001039,B00001039,A0004,0.02,22512
C00001040,B00001040,A0012,0.03,2142
C00001041,B00001041,A0043,0.02,2020
C00001042,B00001042,A0018,0.05,10920
C00001043,B00001043,A0022,0.1,171340
C00001044,B00001044,A0004,0.15,25050
C00001045,B00001045,A0059,0.03,1917
C00001046,B00001046,A0017,0.15,151125
C00001047,B00001047,A0043,0.02,1750
C00001048,B00001048,A0060,0.15,39270
C00001049,B00001049,A0058,0.03,1260
C00001050,B00001050,A0020,0.02,14586
C00001051,B00001051,A0010,0.02,1902
C00001052,B00001052,A0008,0.02,676
C00001053,B00001053,A0060,0.15,11925
C00001054,B00001054,A0010,0.1,4480
C00001055,B00001055,A0009,0.15,23940
C00001056,B00001056,A0052,0.15,23820
C00001057,B00001057,A0008,0.15,70770
C00001058,B00001058,A0005,0.15,76320
C00001059,B00001059,A0040,0.05,76680
C00001060,B00001060,A0022,0.1,12510
C00001061,B00001061,A0002,0.05,47530
C00001062,B00001062,A0044,0.02,6482
C00001063,B00001063,A0003,0.02,1548
C00001064,B00001064,A0032,0.05,830
C00001065,B00001065,A0022,0.15,4680
C00001066,B00001066,A0053,0.15,10650
C00001067,B00001067,A0056,0.02,2544
C00001068,B00001068,A0039,0.02,16666
C00001069,B00001069,A0034,0.03,5418
C00001070,B00001070,A0049,0.02,2832
C00001071,B00001071,A0005,0.02,16776
C00001072,B00001072,A0017,0.05,1745
C00001073,B00001073,A0029,0.02,2366
C00001074,B00001074,A0004,0.05,5675
C00001075,B00001075,A0040,0.05,20580
C00001076,B00001076,A0030,0.1,3800
C00001077,B00001077,A0052,0.15,66825
C00001078,B00001078,A0033,0.05,10340
C00001079,B00001079,A0011,0.02,2184
C00001080,B00001080,A0035,0.15,2355
C00001081,B00001081,A0020,0.02,3458
C00001082,B00001082,A0039,0.15,29430
C00001083,B00001083,A0018,0.05,6840
C00001084,B00001084,A0042,0.15,32850
C00001085,B00001085,A0038,0.05,7350
C00001086,B00001086,A0025,0.02,6331
C00001087,B00001087,A0025,0.1,8700
C00001088,B00001088,A0035,0.03,5760
C00001089,B00001089,A0028,0.03,954
C00001090,B00001090,A0015,0.03,12852
C00001091,B00001091,A0059,0.02,3840
C00001092,B00001092,A0002,0.15,46410
C00001093,B00001093,A0045,0.15,61050
C00001094,B00001094,A0054,0.15,13275
C00001095,B00001095,A0041,0.05,5845
C00001096,B00001096,A0021,0.02,3672
C00001097,B00001097,A0024,0.02,7322
C00001098,B00001098,A0049,0.1,13230
C00001099,B00001099,A0025,0.15,2640
C00001100,B00001100,A0025,0.15,124920
C00001101,B00001101,A0021,0.02,4342
C00001102,B00001102,A0002,0.15,71820
C00001103,B00001103,A0004,0.03,2754
C00001104,B00001104,A0019,0.15,45600
C00001105,B00001105,A0018,0.05,31472
C00001106,B00001106,A0001,0.15,176580
C00001107,B00001107,A0029,0.02,7590
C00001108,B00001108,A0004,0.15,27120
C00001109,B00001109,A0053,0.02,5620
C00001110,B00001110,A0052,0.1,64460
C00001111,B00001111,A0008,0.15,214380
C00001112,B00001112,A0049,0.02,1780
C00001113,B00001113,A0058,0.05,1540
C00001114,B00001114,A0003,0.05,4040
C00001115,B00001115,A0033,0.02,2656
C00001116,B00001116,A0014,0.15,5190
C00001117,B00001117,A0010,0.1,40500
C00001118,B00001118,A0004,0.02,8880
C00001119,B00001119,A0056,0.02,34704
C00001120,B00001120,A0034,0.03,9360
C00001121,B00001121,A0014,0.15,114100
C00001122,B00001122,A0002,0.02,2170
C00001123,B00001123,A0001,0.02,1870
C00001124,B00001124,A0042,0.15,38220
C00001125,B00001125,A0021,0.02,444
C00001126,B00001126,A0022,0.1,27902
C00001127,B00001127,A0020,0.02,11304
C00001128,B00001128,A0053,0.02,3320
C00001129,B00001129,A0036,0.02,4176
C00001130,B00001130,A0036,0.1,4040
C00001131,B00001131,A0028,0.15,40530
C00001132,B00001132,A0030,0.02,5940
C00001133,B00001133,A0024,0.03,3960
C00001134,B00001134,A0032,0.1,9420
C00001135,B00001135,A0026,0.15,9315
C00001136,B00001136,A0018,0.15,30771
C00001137,B00001137,A0055,0.1,3000
C00001138,B00001138,A0030,0.03,2070
C00001139,B00001139,A0012,0.03,4824
C00001140,B00001140,A0051,0.02,7368
C00001141,B00001141,A0053,0.02,1098
C00001142,B00001142,A0030,0.15,26820
C00001143,B00001143,A0037,0.1,20220
C00001144,B00001144,A0023,0.15,110925
C00001145,B00001145,A0052,0.02,8034
C00001146,B00001146,A0005,0.02,9360
C00001147,B00001147,A0026,0.15,5625
C00001148,B00001148,A0013,0.03,6552
C00001149,B00001149,A0035,0.02,320
C00001150,B00001150,A0011,0.15,72180
C00001151,B00001151,A0047,0.02,2156
C00001152,B00001152,A0010,0.1,24480
C00001153,B00001153,A0045,0.02,1420
C00001154,B00001154,A0056,0.03,7896
C00001155,B00001155,A0052,0.1,21000
C00001156,B00001156,A0055,0.1,16560
C00001157,B00001157,A0019,0.1,14950
C00001158,B00001158,A0028,0.02,28560
C00001159,B00001159,A0057,0.05,18525
C00001160,B00001160,A0005,0.1,13600
C00001161,B00001161,A0046,0.03,1362
C00001162,B00001162,A0055,0.02,29856
C00001163,B00001163,A0014,0.03,8274
C00001164,B00001164,A0035,0.15,2655
C00001165,B00001165,A0005,0.05,970
C00001166,B00001166,A0001,0.02,2002
C00001167,B00001167,A0056,0.15,64800
C00001168,B00001168,A0052,0.02,3276
C00001169,B00001169,A0052,0.02,7152
C00001170,B00001170,A0051,0.15,50040
C00001171,B00001171,A0022,0.1,18000
C00001172,B00001172,A0046,0.1,7360
C00001173,B00001173,A0031,0.02,14472
C00001174,B00001174,A0012,0.05,4350
C00001175,B00001175,A0018,0.05,9180
C00001176,B00001176,A0048,0.02,400
C00001177,B00001177,A0023,0.02,868
C00001178,B00001178,A0027,0.15,6615
C00001179,B00001179,A0058,0.1,19980
C00001180,B00001180,A0056,0.02,4266
C00001181,B00001181,A0011,0.15,154245
C00001182,B00001182,A0054,0.03,540
C00001183,B00001183,A0038,0.15,39435
C00001184,B00001184,A0001,0.05,5950
C00001185,B00001185,A0017,0.03,6579
C00001186,B00001186,A0041,0.1,55040
C00001187,B00001187,A0059,0.02,3120
C00001188,B00001188,A0057,0.02,1728
C00001189,B00001189,A0055,0.02,3374
C00001190,B00001190,A0026,0.05,20640
C00001191,B00001191,A0016,0.15,141840
C00001192,B00001192,A0009,0.03,2505
C00001193,B00001193,A0010,0.02,2660
C00001194,B00001194,A0050,0.05,4100
C00001195,B00001195,A0027,0.05,17220
C00001196,B00001196,A0002,0.05,14220
C00001197,B00001197,A0018,0.1,24720
C00001198,B00001198,A0013,0.1,78430
C00001199,B00001199,A0029,0.02,5152
C00001200,B00001200,A0053,0.15,31860
C00001201,B00001201,A0031,0.15,7605
C00001202,B00001202,A0037,0.1,15600
C00001203,B00001203,A0046,0.1,15190
C00001204,B00001204,A0040,0.02,4432
C00001205,B00001205,A0039,0.05,21510
C00001206,B00001206,A0028,0.02,268
C00001207,B00001207,A0051,0.02,1992
C00001208,B00001208,A0015,0.03,47619
C00001209,B00001209,A0050,0.02,1764
C00001210,B00001210,A0059,0.02,4554
C00001211,B00001211,A0026,0.15,169470
C00001212,B00001212,A0056,0.15,25905
C00001213,B00001213,A0015,0.02,1416
C00001214,B00001214,A0033,0.1,7240
C00001215,B00001215,A0017,0.15,31815
C00001216,B00001216,A0022,0.1,53700
C00001217,B00001217,A0052,0.02,4290
C00001218,B00001218,A0007,0.15,10665
C00001219,B00001219,A0026,0.15,20040
C00001220,B00001220,A0044,0.1,20040
C00001221,B00001221,A0058,0.05,3220
C00001222,B00001222,A0010,0.05,11400
C00001223,B00001223,A0031,0.15,3600
C00001224,B00001224,A0029,0.05,13400
C00001225,B00001225,A0002,0.02,4548
C00001226,B00001226,A0042,0.02,3624
C00001227,B00001227,A0011,0.02,5208
C00001228,B00001228,A0060,0.05,8400
C00001229,B00001229,A0051,0.02,2408
C00001230,B00001230,A0015,0.1,14000
C00001231,B00001231,A0033,0.03,7092
C00001232,B00001232,A0007,0.05,2520
C00001233,B00001233,A0024,0.02,4440
C00001234,B00001234,A0010,0.05,7750
C00001235,B00001235,A0022,0.15,25380
C00001236,B00001236,A0060,0.02,740
C00001237,B00001237,A0060,0.02,1196
C00001238,B00001238,A0020,0.02,1760
C00001239,B00001239,A0054,0.15,154830
