payment_id,booking_id,payment_date,amount_cents,payment_method,payment_status
P00000484,B00000439,2024-07-02,161600,Credit Card,settled
P00000485,B00000440,2024-12-09,1665400,Debit Card,settled
P00000486,B00000441,2024-07-01,232200,Credit Card,settled
P00000487,B00000442,2024-05-27,73500,Credit Card,settled
P00000488,B00000443,2024-04-06,7211,Credit Card,settled
P00000489,B00000443,2024-03-21,7989,Points,pending
P00000490,B00000444,2024-07-22,102400,Bank Transfer,settled
P00000491,B00000445,2024-05-30,357500,Credit Card,settled
P00000492,B00000446,2025-05-29,334800,Credit Card,settled
P00000493,B00000448,2024-04-29,111000,Points,settled
P00000494,B00000449,2025-04-01,158742,Points,settled
P00000495,B00000449,2025-03-29,40258,Points,pending
P00000496,B00000450,2025-08-11,68700,Credit Card,settled
P00000497,B00000451,2025-02-27,230000,Debit Card,settled
P00000498,B00000452,2025-05-25,17700,Credit Card,settled
P00000499,B00000453,2024-12-14,100479,Bank Transfer,settled
P00000500,B00000454,2024-06-12,216000,Debit Card,settled
P00000501,B00000456,2024-04-28,218000,Debit Card,settled
P00000502,B00000457,2025-09-12,108600,Credit Card,settled
P00000503,B00000458,2024-11-02,240000,Credit Card,settled
P00000504,B00000459,2025-03-29,169000,Points,settled
P00000505,B00000460,2024-08-30,195600,Bank Transfer,settled
P00000506,B00000461,2025-11-25,228200,Bank Transfer,settled
P00000507,B00000461,2025-12-09,-37633,Points,refunded
P00000508,B00000462,2025-12-22,33500,Points,settled
P00000509,B00000462,2026-01-25,-6950,Debit Card,refunded
P00000510,B00000463,2024-10-03,471900,Debit Card,settled
P00000511,B00000464,2025-04-10,792400,Bank Transfer,settled
P00000512,B00000466,2024-03-03,25800,Debit Card,settled
P00000513,B00000467,2025-11-25,29900,Debit Card,settled
P00000514,B00000468,2024-06-27,87000,Credit Card,settled
P00000515,B00000469,2025-03-04,51700,Points,settled
P00000516,B00000470,2024-04-26,237800,Credit Card,settled
P00000517,B00000471,2025-02-15,96900,Credit Card,settled
P00000518,B00000472,2024-12-20,522000,Bank Transfer,settled
P00000519,B00000473,2024-03-18,182000,Bank Transfer,settled
P00000520,B00000474,2025-05-21,178100,Points,settled
P00000521,B00000474,2025-06-16,-178100,Points,refunded
P00000522,B00000475,2025-11-10,129500,Credit Card,settled
P00000523,B00000476,2025-05-06,36800,Points,settled
P00000524,B00000477,2024-09-03,308000,Points,settled
P00000525,B00000478,2024-04-17,194600,Points,settled
P00000526,B00000479,2025-08-30,90500,Debit Card,settled
P00000527,B00000480,2025-06-06,15900,Bank Transfer,settled
P00000528,B00000481,2024-10-12,178200,Debit Card,settled
P00000529,B00000482,2026-02-05,168000,Debit Card,settled
P00000530,B00000483,2025-11-18,243600,Bank Transfer,settled
P00000531,B00000484,2024-09-28,271600,Credit Card,settled
P00000532,B00000485,2025-04-08,75200,Points,settled
P00000533,B00000486,2024-06-05,380000,Credit Card,settled
P00000534,B00000487,2024-11-23,475200,Bank Transfer,settled
P00000535,B00000487,2024-12-16,-475200,Debit Card,refunded
P00000536,B00000488,2024-05-14,438000,Points,settled
P00000537,B00000489,2025-10-08,406923,Bank Transfer,settled
P00000538,B00000490,2024-09-09,261300,Credit Card,settled
P00000539,B00000491,2024-12-01,549500,Bank Transfer,settled
P00000540,B00000492,2025-01-22,264000,Credit Card,settled
P00000541,B00000493,2024-08-22,403200,Points,settled
P00000542,B00000494,2025-05-21,127400,Debit Card,settled
P00000543,B00000495,2025-04-09,175500,Credit Card,settled
P00000544,B00000496,2025-05-08,15500,Credit Card,settled
P00000545,B00000497,2025-01-25,189600,Credit Card,settled
P00000546,B00000497,2025-03-19,-189600,Bank Transfer,refunded
P00000547,B00000498,2025-02-09,143200,Credit Card,settled
P00000548,B00000499,2026-01-18,212000,Credit Card,settled
P00000549,B00000500,2025-09-12,144000,Debit Card,settled
P00000550,B00000501,2024-10-28,67200,Credit Card,settled
P00000551,B00000502,2025-01-06,1006600,Points,settled
P00000552,B00000503,2025-06-05,123600,Bank Transfer,settled
P00000553,B00000504,2024-06-22,6950,Credit Card,settled
P00000554,B00000504,2024-06-12,8850,Points,pending
P00000555,B00000505,2024-05-18,190400,Credit Card,settled
P00000556,B00000505,2024-06-18,-190400,Debit Card,refunded
P00000557,B00000506,2024-10-08,452228,Debit Card,settled
P00000558,B00000506,2024-10-30,642572,Bank Transfer,pending
P00000559,B00000507,2025-09-06,62400,Debit Card,settled
P00000560,B00000507,2025-09-29,-62400,Bank Transfer,refunded
P00000561,B00000508,2026-03-27,52200,Debit Card,settled
P00000562,B00000509,2024-03-17,7378,Credit Card,settled
P00000563,B00000509,2024-03-01,9722,Points,pending
P00000564,B00000510,2026-02-08,80400,Credit Card,settled
P00000565,B00000511,2025-12-10,271600,Credit Card,settled
P00000566,B00000512,2025-02-13,295200,Points,settled
P00000567,B00000513,2024-08-02,70700,Bank Transfer,settled
P00000568,B00000514,2024-01-29,413100,Debit Card,settled
P00000569,B00000515,2024-02-17,65400,Bank Transfer,settled
P00000570,B00000516,2025-05-22,409500,Credit Card,settled
P00000571,B00000517,2024-10-06,128000,Points,settled
P00000572,B00000518,2026-01-25,38800,Bank Transfer,settled
P00000573,B00000519,2025-06-02,39600,Credit Card,settled
P00000574,B00000520,2024-10-08,454000,Debit Card,settled
P00000575,B00000521,2025-11-10,636000,Credit Card,settled
P00000576,B00000522,2025-02-22,34400,Credit Card,settled
P00000577,B00000523,2024-05-28,468900,Bank Transfer,settled
P00000578,B00000524,2025-11-01,78600,Credit Card,settled
P00000579,B00000525,2024-08-04,226800,Credit Card,settled
P00000580,B00000526,2024-04-21,705015,Bank Transfer,settled
P00000581,B00000527,2024-10-16,40800,Points,settled
P00000582,B00000528,2025-10-03,162800,Credit Card,settled
P00000583,B00000529,2024-10-20,39400,Debit Card,settled
P00000584,B00000530,2025-08-05,331800,Debit Card,settled
P00000585,B00000531,2025-11-08,132000,Debit Card,settled
P00000586,B00000532,2024-09-11,124000,Credit Card,settled
P00000587,B00000533,2025-07-21,172800,Debit Card,settled
P00000588,B00000534,2024-11-23,161799,Credit Card,settled
P00000589,B00000535,2024-04-30,46400,Bank Transfer,settled
P00000590,B00000536,2025-03-02,112575,Debit Card,settled
P00000591,B00000536,2025-02-21,60925,Bank Transfer,pending
P00000592,B00000537,2025-04-04,37200,Debit Card,settled
P00000593,B00000538,2025-07-02,14600,Debit Card,settled
P00000594,B00000539,2024-04-20,178000,Bank Transfer,settled
P00000595,B00000540,2025-01-11,445200,Bank Transfer,settled
P00000596,B00000540,2025-02-26,-445200,Credit Card,refunded
P00000597,B00000541,2025-11-18,87000,Debit Card,settled
P00000598,B00000542,2025-10-11,360817,Bank Transfer,settled
P00000599,B00000543,2025-03-29,414400,Points,settled
P00000600,B00000544,2024-10-17,22373,Bank Transfer,settled
P00000601,B00000545,2024-03-07,22700,Credit Card,settled
P00000602,B00000546,2025-08-20,258700,Credit Card,settled
P00000603,B00000547,2024-12-13,174900,Bank Transfer,settled
P00000604,B00000548,2025-08-22,375100,Points,settled
P00000605,B00000549,2024-04-23,135000,Points,settled
P00000606,B00000550,2025-08-01,239200,Bank Transfer,settled
P00000607,B00000551,2024-11-06,414700,Points,settled
P00000608,B00000552,2025-11-12,50868,Credit Card,settled
P00000609,B00000552,2025-10-24,62532,Debit Card,pending
P00000610,B00000554,2024-01-23,665000,Points,settled
P00000611,B00000555,2025-05-11,320600,Points,settled
P00000612,B00000556,2025-11-11,53700,Points,settled
P00000613,B00000557,2026-03-22,37600,Credit Card,settled
P00000614,B00000558,2026-01-09,187200,Credit Card,settled
P00000615,B00000559,2024-09-08,198000,Points,settled
P00000616,B00000561,2025-06-30,120000,Credit Card,settled
P00000617,B00000562,2025-11-11,521600,Credit Card,settled
P00000618,B00000563,2025-06-26,35000,Credit Card,settled
P00000619,B00000564,2025-05-12,409200,Debit Card,settled
P00000620,B00000565,2024-06-27,239000,Bank Transfer,settled
P00000621,B00000566,2025-01-07,501600,Bank Transfer,settled
P00000622,B00000567,2024-04-11,135100,Credit Card,settled
P00000623,B00000568,2024-11-17,139200,Bank Transfer,settled
P00000624,B00000569,2025-11-07,65500,Credit Card,settled
P00000625,B00000570,2025-03-05,222300,Debit Card,settled
P00000626,B00000571,2026-03-12,465400,Points,settled
P00000627,B00000572,2024-04-05,140800,Credit Card,settled
P00000628,B00000573,2025-09-11,249200,Debit Card,settled
P00000629,B00000574,2024-05-28,160800,Debit Card,settled
P00000630,B00000575,2025-05-03,971100,Debit Card,settled
P00000631,B00000576,2025-04-13,92000,Points,settled
P00000632,B00000577,2025-07-26,351200,Bank Transfer,settled
P00000633,B00000578,2024-11-15,100500,Bank Transfer,settled
P00000634,B00000579,2024-09-18,163200,Points,settled
P00000635,B00000580,2025-09-04,20500,Points,settled
P00000636,B00000580,2025-09-12,-20500,Points,refunded
P00000637,B00000581,2025-01-18,144100,Bank Transfer,settled
P00000638,B00000582,2024-10-18,22700,Credit Card,settled
P00000639,B00000583,2025-05-29,432000,Debit Card,settled
P00000640,B00000583,2025-06-24,-432000,Bank Transfer,refunded
P00000641,B00000584,2025-07-17,78000,Credit Card,settled
P00000642,B00000585,2024-09-02,122400,Debit Card,settled
P00000643,B00000586,2025-11-27,770400,Debit Card,settled
P00000644,B00000587,2025-10-12,62400,Debit Card,settled
P00000645,B00000588,2026-03-16,548800,Points,settled
P00000646,B00000589,2025-01-13,249600,Bank Transfer,settled
P00000647,B00000590,2025-11-25,478400,Credit Card,settled
P00000648,B00000591,2025-08-10,564200,Debit Card,settled
P00000649,B00000591,2025-10-03,-564200,Credit Card,refunded
P00000650,B00000592,2025-10-31,351900,Points,settled
P00000651,B00000593,2025-01-29,89600,Debit Card,settled
P00000652,B00000594,2025-02-20,166500,Debit Card,settled
P00000653,B00000595,2026-01-31,193600,Debit Card,settled
P00000654,B00000598,2024-11-07,116500,Credit Card,settled
P00000655,B00000599,2025-12-06,417600,Credit Card,settled
P00000656,B00000600,2025-03-17,166100,Debit Card,settled
P00000657,B00000601,2025-09-18,171000,Debit Card,settled
P00000658,B00000602,2024-12-08,184000,Debit Card,settled
P00000659,B00000603,2024-10-22,85500,Debit Card,settled
P00000660,B00000604,2024-12-05,271600,Points,settled
P00000661,B00000605,2024-05-30,559200,Bank Transfer,settled
P00000662,B00000606,2025-12-17,279000,Bank Transfer,settled
P00000663,B00000606,2026-01-26,-279000,Credit Card,refunded
P00000664,B00000607,2025-10-12,996800,Bank Transfer,settled
P00000665,B00000608,2024-07-25,142100,Points,settled
P00000666,B00000609,2025-07-18,1700600,Points,settled
P00000667,B00000610,2024-04-22,311600,Points,settled
P00000668,B00000611,2024-05-26,105285,Credit Card,settled
P00000669,B00000611,2024-05-29,59115,Bank Transfer,pending
P00000670,B00000612,2024-12-14,104915,Bank Transfer,settled
P00000671,B00000612,2024-12-02,101885,Bank Transfer,pending
P00000672,B00000613,2025-06-30,257400,Credit Card,settled
P00000673,B00000614,2025-03-16,236400,Debit Card,settled
P00000674,B00000615,2024-08-30,241800,Credit Card,settled
P00000675,B00000616,2025-04-26,142400,Bank Transfer,settled
P00000676,B00000617,2024-08-23,921600,Credit Card,settled
P00000677,B00000618,2024-07-13,331000,Credit Card,settled
P00000678,B00000619,2024-12-20,149000,Bank Transfer,settled
P00000679,B00000619,2025-01-17,-149000,Debit Card,refunded
P00000680,B00000620,2025-04-22,338400,Bank Transfer,settled
P00000681,B00000621,2024-12-10,177762,Credit Card,settled
P00000682,B00000622,2025-09-11,201600,Debit Card,settled
P00000683,B00000623,2024-01-31,245532,Points,settled
P00000684,B00000624,2024-05-24,196800,Points,settled
P00000685,B00000625,2025-06-01,420200,Credit Card,settled
P00000686,B00000626,2024-11-23,93000,Bank Transfer,settled
P00000687,B00000627,2024-12-01,435600,Credit Card,settled
P00000688,B00000628,2024-03-09,166000,Debit Card,settled
P00000689,B00000629,2025-02-27,59200,Bank Transfer,settled
P00000690,B00000630,2025-09-22,342100,Credit Card,settled
P00000691,B00000631,2025-03-11,267626,Debit Card,settled
P00000692,B00000631,2025-02-19,133374,Credit Card,pending
P00000693,B00000632,2024-06-16,38100,Points,settled
P00000694,B00000632,2024-07-07,-38100,Bank Transfer,refunded
P00000695,B00000633,2025-03-10,211900,Debit Card,settled
P00000696,B00000634,2025-05-26,148800,Debit Card,settled
P00000697,B00000635,2025-12-25,207600,Debit Card,settled
P00000698,B00000635,2026-01-14,-207600,Debit Card,refunded
P00000699,B00000637,2025-02-17,414000,Points,settled
P00000700,B00000638,2025-10-02,31000,Credit Card,settled
P00000701,B00000639,2025-12-15,23000,Bank Transfer,settled
P00000702,B00000640,2024-09-19,361000,Credit Card,settled
P00000703,B00000641,2024-09-11,44400,Bank Transfer,settled
P00000704,B00000642,2025-06-09,554400,Debit Card,settled
P00000705,B00000643,2024-01-21,146300,Debit Card,settled
P00000706,B00000644,2024-07-25,47400,Bank Transfer,settled
P00000707,B00000645,2025-02-14,126000,Points,settled
P00000708,B00000646,2025-04-21,479600,Credit Card,settled
P00000709,B00000647,2025-05-17,66500,Bank Transfer,settled
P00000710,B00000648,2025-01-31,38400,Debit Card,settled
P00000711,B00000649,2025-08-01,292500,Points,settled
P00000712,B00000650,2025-10-23,280000,Credit Card,settled
P00000713,B00000652,2024-07-29,183600,Points,settled
P00000714,B00000653,2024-06-11,48000,Debit Card,settled
P00000715,B00000656,2025-06-25,109800,Bank Transfer,settled
P00000716,B00000657,2025-11-22,172900,Points,settled
P00000717,B00000658,2025-03-11,107971,Points,settled
P00000718,B00000659,2025-03-20,276000,Points,settled
P00000719,B00000660,2026-01-06,245000,Bank Transfer,settled
P00000720,B00000661,2024-12-24,248300,Bank Transfer,settled
P00000721,B00000662,2025-09-25,377000,Points,settled
P00000722,B00000663,2024-11-05,258600,Credit Card,settled
P00000723,B00000664,2025-08-26,234000,Debit Card,settled
P00000724,B00000666,2024-12-27,54300,Bank Transfer,settled
P00000725,B00000667,2024-01-24,253200,Debit Card,settled
P00000726,B00000668,2025-10-21,291200,Bank Transfer,settled
P00000727,B00000669,2025-11-20,141000,Debit Card,settled
P00000728,B00000670,2024-12-03,86400,Points,settled
P00000729,B00000671,2025-08-31,164700,Debit Card,settled
P00000730,B00000672,2024-11-12,39700,Bank Transfer,settled
P00000731,B00000672,2024-11-20,-4629,Bank Transfer,refunded
P00000732,B00000673,2024-02-08,174000,Points,settled
P00000733,B00000674,2024-06-20,547000,Debit Card,settled
P00000734,B00000675,2025-03-23,68800,Points,settled
P00000735,B00000676,2025-02-02,184800,Debit Card,settled
P00000736,B00000677,2025-11-28,122500,Points,settled
P00000737,B00000678,2024-09-05,97526,Debit Card,settled
P00000738,B00000678,2024-08-11,49874,Points,pending
P00000739,B00000679,2026-04-12,71600,Points,settled
P00000740,B00000680,2025-10-07,197600,Credit Card,settled
P00000741,B00000681,2025-08-19,133000,Credit Card,settled
P00000742,B00000682,2024-03-07,270900,Bank Transfer,settled
P00000743,B00000683,2024-07-30,225400,Credit Card,settled
P00000744,B00000684,2024-10-09,177500,Debit Card,settled
P00000745,B00000685,2025-03-26,210600,Bank Transfer,settled
P00000746,B00000686,2025-01-14,121100,Bank Transfer,settled
P00000747,B00000687,2025-04-25,801000,Bank Transfer,settled
P00000748,B00000688,2025-08-05,46500,Debit Card,settled
P00000749,B00000690,2024-09-15,229900,Credit Card,settled
P00000750,B00000691,2025-07-20,87600,Debit Card,settled
P00000751,B00000692,2024-09-26,272400,Debit Card,settled
P00000752,B00000692,2024-11-12,-272400,Debit Card,refunded
P00000753,B00000693,2024-06-18,291200,Debit Card,settled
P00000754,B00000694,2025-06-03,191000,Points,settled
P00000755,B00000695,2025-09-28,121600,Debit Card,settled
P00000756,B00000696,2025-11-08,317400,Debit Card,settled
P00000757,B00000696,2025-12-03,-61607,Points,refunded
P00000758,B00000697,2025-03-10,155100,Bank Transfer,settled
P00000759,B00000698,2025-12-21,213000,Debit Card,settled
P00000760,B00000699,2025-07-12,433000,Bank Transfer,settled
P00000761,B00000699,2025-08-07,-433000,Bank Transfer,refunded
P00000762,B00000700,2025-05-11,128800,Bank Transfer,settled
P00000763,B00000700,2025-05-27,-128800,Points,refunded
P00000764,B00000701,2024-08-12,383900,Debit Card,settled
P00000765,B00000702,2024-09-23,36400,Points,settled
P00000766,B00000703,2025-11-16,110600,Credit Card,settled
P00000767,B00000704,2024-09-28,51000,Bank Transfer,settled
P00000768,B00000705,2024-08-28,220915,Debit Card,settled
P00000769,B00000705,2024-08-11,68985,Bank Transfer,pending
P00000770,B00000706,2024-10-14,248400,Points,settled
P00000771,B00000708,2025-09-03,174900,Credit Card,settled
P00000772,B00000709,2024-10-10,51750,Credit Card,settled
P00000773,B00000709,2024-09-30,22650,Bank Transfer,pending
P00000774,B00000710,2025-04-16,113500,Debit Card,settled
P00000775,B00000712,2024-06-21,19800,Bank Transfer,settled
P00000776,B00000713,2024-08-11,44100,Points,settled
P00000777,B00000714,2024-08-25,15700,Debit Card,settled
P00000778,B00000715,2024-05-08,308100,Credit Card,settled
P00000779,B00000715,2024-06-24,-56390,Bank Transfer,refunded
P00000780,B00000716,2024-01-15,257435,Bank Transfer,settled
P00000781,B00000717,2025-05-12,191200,Debit Card,settled
P00000782,B00000717,2025-06-23,-191200,Credit Card,refunded
P00000783,B00000718,2025-07-29,22500,Debit Card,settled
P00000784,B00000719,2024-09-08,427700,Debit Card,settled
P00000785,B00000720,2025-10-12,27172,Points,settled
P00000786,B00000720,2025-11-12,8328,Debit Card,pending
P00000787,B00000721,2024-05-06,39000,Credit Card,settled
P00000788,B00000722,2024-06-04,218900,Debit Card,settled
P00000789,B00000723,2024-10-28,84600,Debit Card,settled
P00000790,B00000724,2025-07-10,170000,Bank Transfer,settled
P00000791,B00000725,2025-04-05,46800,Debit Card,settled
